filepath,x,y,z,undulation,roll,pitch,yaw,landcover
queries/00042.png,4022153.44,509807.79,4907716.71,47.7,-0.0179366786032915,0.0397381111979484,-0.096881628036499,2
queries/00043.png,4022120.89,509796.08,4907744.47,47.7,-0.0083951288834214,0.035849817097187,-0.0966666415333747,2
queries/00044.png,4022088.31,509784.54,4907771.69,47.7,-0.0282139163464307,0.0240676887333393,-0.0853762477636337,1
queries/00045.png,4022055.33,509773.03,4907798.25,47.7,0.0073870089836418,0.0176790300756692,-0.089301586151123,1
queries/00046.png,4022022.52,509761.75,4907824.98,47.7,-0.0113729983568191,0.0204621329903602,-0.0836621150374412,1
queries/00047.png,4021989.79,509750.66,4907851.9,47.7,-0.0438173450529575,0.0205600913614034,-0.0915025845170021,1
queries/00048.png,4021956.75,509739.38,4907878.43,47.7,-0.0199405122548341,0.0209344960749149,-0.1104611977934837,1
queries/00049.png,4021923.88,509727.96,4907905.1,47.7,-0.0113439708948135,0.0173889733850955,-0.1055524200201034,1
queries/00050.png,4021891.08,509716.49,4907931.82,47.7,-0.0234775505959987,0.0065613989718258,-0.0781620517373085,1
queries/00051.png,4021857.75,509704.97,4907958.33,47.7,-0.0097693391144275,0.0082153705880045,-0.1051916480064392,1
queries/00052.png,4021824.5,509693.49,4907985.06,47.7,0.0020162826403975,0.0107257263734936,-0.1037614569067955,1
queries/00053.png,4021791.36,509682.17,4908012.07,47.7,0.0041251350194215,0.0045539303682744,-0.0872793421149253,1
queries/00054.png,4021758.03,509671.01,4908039.02,47.7,-0.0095727536827325,0.0018341414397582,-0.0647373124957084,1
queries/00055.png,4021724.74,509660.09,4908066.35,47.7,-0.0005623231991194,0.0006736246868968,-0.0720084011554718,1
queries/00056.png,4021691.3,509649.46,4908093.68,47.7,0.029451971873641,-0.0037296628579497,-0.0770287662744522,1
queries/00057.png,4021658.39,509639.35,4908121.74,47.7,-0.0267641805112361,0.0030534844845533,-0.0424407981336116,1
queries/00058.png,4021625.78,509629.21,4908150.46,47.7,-0.0110705411061644,-0.0060623954050242,-0.0549230054020881,1
queries/00059.png,4021593.01,509618.86,4908178.93,47.7,-0.0403138697147369,-0.0080455793067812,-0.0517068617045879,1
queries/00060.png,4021560.0,509608.3,4908207.15,47.7,-0.0323220938444137,-0.0018456062534824,-0.0478764586150646,1
queries/00061.png,4021526.58,509597.66,4908235.02,47.7,-0.0098895756527781,-0.008173257112503,-0.0752909556031227,1
queries/00062.png,4021492.96,509587.01,4908262.77,47.7,-0.0323478542268276,0.0006791744381189,-0.0848245918750763,1
queries/00063.png,4021458.84,509576.14,4908289.97,47.7,-0.0732023492455482,-0.0030796106439083,-0.0787163823843002,1
queries/00064.png,4021424.5,509564.75,4908316.97,47.7,-0.081962451338768,0.0056816949509084,-0.0865986123681068,1
queries/00065.png,4021390.48,509552.74,4908344.32,47.7,-0.0299669690430164,-0.0009841776918619,-0.0987024307250976,1
queries/00066.png,4021356.21,509540.52,4908371.41,47.7,-0.0219360515475273,0.0047284862957894,-0.1137181147933006,1
queries/00067.png,4021322.14,509528.3,4908398.83,47.7,-0.0267204996198415,0.0070307753048837,-0.1167625710368156,1
queries/00068.png,4021288.17,509515.97,4908426.34,47.7,-0.0244131907820701,0.0017468322766944,-0.1108339354395866,1
queries/00069.png,4021254.28,509503.49,4908453.91,47.7,-0.0733523368835449,0.0026325148064643,-0.1027376279234886,1
queries/00070.png,4021220.23,509490.56,4908481.31,47.7,-0.1038619726896286,0.0028511763084679,-0.1185445860028266,1
queries/00071.png,4021186.23,509476.93,4908508.67,47.7,-0.1067636609077453,0.0063495361246168,-0.1636131107807159,1
queries/00072.png,4021152.73,509462.38,4908536.19,47.7,-0.1275061070919037,-0.0005160655709914,-0.174858957529068,1
queries/00073.png,4021119.38,509446.8,4908563.59,47.7,-0.1805207282304763,-0.0006856585969217,-0.1983513683080673,1
queries/00074.png,4021086.4,509429.83,4908590.96,47.7,-0.2206675857305526,0.0085558481514453,-0.2555313408374786,1
queries/00075.png,4021054.35,509411.02,4908618.32,47.7,-0.2745387554168701,0.0082920435816049,-0.3135169744491577,1
queries/00076.png,4021023.08,509389.95,4908645.07,47.7,-0.2850988209247589,4.161628021392971e-05,-0.3790090680122375,1
queries/00077.png,4020992.66,509366.59,4908671.08,47.7,-0.234162300825119,-0.0075157801620662,-0.4474336802959442,1
queries/00078.png,4020962.67,509341.38,4908696.06,47.7,-0.18135666847229,-0.0151854595169425,-0.5114140510559082,1
queries/00079.png,4020933.65,509314.63,4908720.81,47.7,-0.1605871021747589,-0.0084974337369203,-0.55253005027771,1
queries/00080.png,4020905.73,509286.58,4908745.62,47.7,-0.1613797694444656,0.0019577376078814,-0.5828984975814819,1
queries/00081.png,4020878.84,509257.36,4908770.23,47.7,-0.1686585247516632,0.0237020719796419,-0.6153314113616943,1
queries/00082.png,4020853.52,509227.08,4908794.88,47.7,-0.1754842102527618,0.0540864840149879,-0.6539324522018433,1
queries/00083.png,4020829.94,509195.94,4908819.36,47.7,-0.1667886674404144,0.0724410936236381,-0.6950509548187256,1
queries/00084.png,4020807.78,509164.02,4908843.19,47.7,-0.1729288548231125,0.0537174567580223,-0.7322551012039185,1
queries/00085.png,4020786.39,509131.27,4908865.7,47.7,-0.1530768424272537,0.0394209623336792,-0.7525322437286377,1
queries/00086.png,4020765.64,509097.7,4908887.12,47.7,-0.1316788792610168,0.0312683768570423,-0.7824301719665527,1
queries/00087.png,4020745.18,509063.39,4908907.43,47.7,-0.1298847198486328,0.029144886881113,-0.8272923231124878,1
queries/00088.png,4020725.41,509028.31,4908927.04,47.7,-0.1017569154500961,0.024826556444168,-0.8650525212287903,1
queries/00089.png,4020706.47,508992.6,4908946.31,47.7,-0.1080407127737999,0.0212653465569019,-0.8815451860427856,1
queries/00090.png,4020687.88,508956.28,4908964.77,47.7,-0.1001326218247413,0.0265122987329959,-0.9023605585098268,1
queries/00091.png,4020670.02,508919.4,4908982.7,47.7,-0.1040073707699775,0.0309055875986814,-0.9149096608161926,5
queries/00092.png,4020653.74,508882.02,4909001.14,47.7,-0.0714402198791503,0.0350229479372501,-0.9256377220153807,5
queries/00093.png,4020637.87,508844.32,4909019.06,47.7,-0.1561401486396789,0.0188273750245571,-0.9305477142333984,5
queries/00094.png,4020622.15,508805.9,4909035.83,47.7,-0.1638625115156173,0.0083133252337574,-0.9881112575531006,5
queries/00095.png,4020606.81,508766.88,4909051.4,47.7,-0.0947470664978027,0.0096033653244376,-1.0521048307418823,5
queries/00096.png,4020592.23,508727.56,4909066.6,47.7,-0.0790992900729179,0.0121882511302828,-1.076180338859558,5
queries/00097.png,4020578.03,508687.99,4909081.45,47.7,-0.0864033102989196,0.0149753699079155,-1.1025333404541016,5
queries/00098.png,4020564.5,508648.15,4909096.19,47.7,-0.0494108460843563,0.0173356514424085,-1.1186290979385376,5
queries/00099.png,4020551.49,508608.13,4909110.81,47.7,-0.0366132147610187,0.0058293361216783,-1.1200131177902222,1
queries/00100.png,4020538.3,508567.9,4909124.96,47.7,-0.0155851049348711,-0.001639635185711,-1.1213709115982056,5
queries/00101.png,4020524.75,508527.48,4909138.74,47.7,0.0013465880183503,0.001444200053811,-1.118691086769104,5
queries/00102.png,4020511.5,508486.98,4909153.11,47.7,-0.0168906319886446,0.0174049846827983,-1.0947526693344116,5
queries/00103.png,4020498.5,508446.41,4909167.87,47.7,-0.0719857662916183,0.0200041942298412,-1.087737798690796,5
queries/00104.png,4020485.55,508405.59,4909182.31,47.7,0.013691415078938,0.0236121788620948,-1.1068940162658691,1
queries/00105.png,4020473.17,508364.99,4909197.64,47.7,-0.0562251545488834,0.0312708728015422,-1.081908106803894,2
queries/00106.png,4020460.56,508324.35,4909212.67,47.7,0.007409447338432,0.0190823581069707,-1.0889437198638916,2
queries/00107.png,4020447.51,508283.79,4909227.58,47.7,-0.0214871391654014,0.0134139489382505,-1.09732186794281,2
queries/00108.png,4020434.9,508243.21,4909242.79,47.7,-0.0437747463583946,0.0176153946667909,-1.0680073499679563,1
queries/00109.png,4020422.74,508202.5,4909258.57,47.7,0.0430989190936088,0.0090596294030547,-1.070573806762695,1
queries/00110.png,4020409.34,508161.93,4909273.64,47.7,-0.0306348465383052,0.0061250072903931,-1.0470213890075684,2
queries/00111.png,4020395.26,508121.2,4909288.36,47.7,-0.0097910435870289,0.0285938400775194,-1.058311104774475,2
queries/00112.png,4020381.73,508080.67,4909303.85,47.7,0.0418641865253448,0.0283890329301357,-1.041973114013672,2
queries/00113.png,4020367.78,508040.54,4909319.77,47.7,-0.0182583201676607,0.0300219245254993,-1.0360721349716189,2
queries/00114.png,4020353.44,508000.53,4909335.57,47.7,-0.0124046048149466,0.0281137321144342,-1.0482248067855835,2
queries/00115.png,4020339.06,507960.64,4909351.35,47.7,-0.0203035734593868,0.0283768866211175,-1.0428056716918943,2
queries/00116.png,4020324.65,507920.81,4909367.04,47.7,0.0115824984386563,0.0264977626502513,-1.0243330001831057,2
queries/00117.png,4020310.28,507881.18,4909383.28,47.7,0.0082617718726396,0.032005175948143,-1.0034319162368774,2
queries/00118.png,4020295.62,507841.76,4909399.78,47.7,0.00830296613276,0.0326202027499675,-0.988179087638855,2
queries/00119.png,4020280.68,507802.56,4909416.68,47.7,0.0024631682317703,0.0390268228948116,-1.0036141872406006,2
queries/00120.png,4020265.6,507763.61,4909433.75,47.7,-0.0042876922525465,0.0410774201154708,-1.005581021308899,2
queries/00121.png,4020250.63,507724.83,4909450.96,47.7,0.0126879289746284,0.0350608192384243,-0.9712945818901062,1
queries/00122.png,4020235.32,507686.23,4909468.22,47.7,0.0437814928591251,0.0230571292340755,-0.9471347332000732,1
queries/00123.png,4020219.49,507647.91,4909485.89,47.7,0.0107226930558681,0.021377170458436,-0.9357569217681884,1
queries/00124.png,4020203.26,507609.69,4909503.61,47.7,-0.0326722003519535,0.020777691155672,-0.930026650428772,1
queries/00125.png,4020186.73,507571.32,4909520.99,47.7,-0.0295330490916967,0.016965102404356,-0.9377997517585754,1
queries/00126.png,4020170.02,507532.86,4909538.32,47.7,0.0003427438205108,0.0178834311664104,-0.950072467327118,1
queries/00127.png,4020153.31,507494.49,4909555.9,47.7,0.0140236327424645,0.0205831825733184,-0.9214049577713012,1
queries/00128.png,4020136.62,507456.4,4909574.15,47.7,0.037247285246849,0.0177222769707441,-0.8913995027542114,1
queries/00129.png,4020119.42,507418.66,4909592.71,47.7,0.0025569729041308,0.0115361707285046,-0.8804295659065247,1
queries/00130.png,4020101.4,507381.02,4909610.98,47.7,0.0057157482951879,0.0161988586187362,-0.8895573019981384,1
queries/00131.png,4020083.43,507343.58,4909629.78,47.7,0.0369580574333667,0.022914569824934,-0.877484142780304,1
queries/00132.png,4020065.22,507306.52,4909649.02,47.7,0.1010700091719627,0.020741855725646,-0.8491359353065491,1
queries/00133.png,4020046.2,507270.26,4909668.93,47.7,0.0708303973078727,0.0151644563302397,-0.8008994460105896,1
queries/00134.png,4020026.25,507234.63,4909689.2,47.7,0.0209585912525653,0.0252322293817996,-0.7640334963798523,1
queries/00135.png,4020006.24,507199.43,4909710.17,47.7,-0.0211580414324998,0.0451645851135253,-0.7492668628692627,1
queries/00136.png,4019986.59,507164.57,4909731.58,47.7,0.0106878224760293,0.0544282309710979,-0.7361133098602295,1
queries/00137.png,4019967.25,507130.32,4909753.59,47.7,0.0458786971867084,0.0550153255462646,-0.7188835740089417,1
queries/00138.png,4019947.49,507096.94,4909776.02,47.7,0.0581658780574798,0.0386930368840694,-0.72746741771698,1
queries/00139.png,4019926.58,507064.34,4909798.14,47.7,0.1192998513579368,0.0280331708490848,-0.7307186722755432,1
queries/00140.png,4019904.4,507032.68,4909820.09,47.7,0.072177730500698,0.025096321478486,-0.6874556541442871,1
queries/00141.png,4019881.21,507001.7,4909842.11,47.7,0.0916743874549865,0.023736136034131,-0.642612636089325,1
queries/00142.png,4019857.4,506971.73,4909864.97,47.7,0.1072669550776481,0.0297854226082563,-0.6096035242080688,1
queries/00143.png,4019831.66,506941.75,4909889.17,47.7,0.1033244282007217,0.0385992750525474,-0.5730046033859253,1
queries/00144.png,4019806.88,506914.0,4909913.67,47.7,0.0300678443163633,0.0532031282782554,-0.5158880352973938,1
queries/00145.png,4019782.25,506886.85,4909939.0,47.7,0.0265302080661058,0.046662114560604,-0.4851029217243194,1
queries/00146.png,4019757.24,506860.14,4909964.29,47.7,-0.0190019942820072,0.0369860418140888,-0.4667249023914337,1
queries/00147.png,4019731.36,506833.54,4909988.81,47.7,-0.0298193357884883,0.0295587573200464,-0.4658499956130981,1
queries/00148.png,4019705.42,506806.89,4910013.36,47.7,-0.0492161698639392,0.0370281636714935,-0.4662307798862457,1
queries/00149.png,4019679.51,506780.03,4910037.88,47.7,-0.0797397717833519,0.0333180017769336,-0.4755908250808716,1
queries/00150.png,4019653.98,506752.86,4910062.6,47.7,-0.0405223481357097,0.0318076945841312,-0.501547634601593,1
queries/00151.png,4019628.5,506725.61,4910086.9,47.7,0.0215027164667844,0.025759307667613,-0.4792948067188263,1
queries/00152.png,4019603.06,506698.9,4910111.77,47.7,0.081097237765789,0.0195545647293329,-0.4561625719070434,1
queries/00153.png,4019577.5,506673.2,4910137.34,47.7,0.0534426495432853,0.0141007797792553,-0.401873379945755,1
queries/00154.png,4019550.96,506648.26,4910162.67,47.7,0.005322506185621,0.0133815314620733,-0.3831744790077209,1
queries/00155.png,4019524.3,506623.9,4910188.53,47.7,0.0293158777058124,0.0304381772875785,-0.375167965888977,1
queries/00156.png,4019498.16,506600.22,4910215.46,47.7,-0.0041485643014311,0.0179103519767522,-0.3537467420101166,1
queries/00157.png,4019471.25,506576.57,4910241.64,47.7,0.010592533275485,0.0030244914814829,-0.3576841056346893,1
queries/00158.png,4019443.08,506552.96,4910266.52,47.7,-0.0493445247411727,-0.0121868317946791,-0.3500849604606628,1
queries/00159.png,4019413.22,506529.06,4910289.91,47.7,-0.0365061238408088,-0.0040899128653109,-0.3846688568592071,1
queries/00160.png,4019383.54,506504.91,4910314.01,47.7,-0.0400035046041011,0.0245182067155838,-0.4170375168323517,1
queries/00161.png,4019354.14,506480.57,4910338.6,47.7,0.0052420711144804,0.0334941633045673,-0.4219281673431396,1
queries/00162.png,4019325.33,506456.41,4910363.95,47.7,0.0706095919013023,0.0206535104662179,-0.3774762153625488,1
queries/00163.png,4019296.05,506432.77,4910389.64,47.7,-0.0313862487673759,0.0221928860992193,-0.3924686312675476,1
queries/00164.png,4019266.43,506409.02,4910415.2,47.7,-0.0147781316190958,0.0212774779647588,-0.4002073407173157,1
queries/00165.png,4019236.82,506385.17,4910441.17,47.7,-0.0411872155964374,0.0253552887588739,-0.4201076328754425,1
queries/00166.png,4019207.55,506361.18,4910467.5,47.6,-0.017002522945404,0.0244104731827974,-0.4330689907073974,1
queries/00167.png,4019178.51,506337.27,4910494.05,47.6,-0.0155746452510356,0.0199535004794597,-0.4343418478965759,1
queries/00168.png,4019149.26,506313.37,4910520.42,47.6,-0.0435426570475101,0.0074808346107602,-0.4362944662570953,1
queries/00169.png,4019119.59,506289.28,4910546.29,47.6,-0.0247039180248975,0.0170287974178791,-0.4561292827129364,1
queries/00170.png,4019090.1,506265.14,4910572.31,47.6,-0.0473967529833316,0.0202489010989666,-0.455878734588623,1
queries/00171.png,4019060.39,506240.76,4910597.96,47.6,-0.040982536971569,0.024102859199047,-0.4655910134315491,1
queries/00172.png,4019030.88,506216.08,4910623.44,47.6,-0.0292142927646636,0.0152761647477746,-0.4527280330657959,1
queries/00173.png,4019001.28,506191.2,4910648.79,47.6,0.0075925863347947,0.0126391546800732,-0.4491975307464599,1
queries/00174.png,4018971.85,506166.45,4910674.63,47.6,-0.0082848509773612,0.0148440599441528,-0.4495784044265747,1
queries/00175.png,4018942.21,506141.66,4910700.33,47.6,-0.0341039113700389,0.0126405833289027,-0.4545270502567291,1
queries/00176.png,4018912.5,506116.64,4910725.93,47.6,-0.0367438942193985,0.0160915870219469,-0.4568166434764862,1
queries/00177.png,4018882.84,506091.39,4910751.6,47.6,-0.0263230893760919,0.021399799734354,-0.4708098173141479,1
queries/00178.png,4018853.6,506066.03,4910777.58,47.6,-0.0311065185815095,0.0326668284833431,-0.473873883485794,1
queries/00179.png,4018824.99,506040.59,4910804.1,47.6,-0.0395531468093395,0.0266846287995576,-0.4782920479774475,1
queries/00180.png,4018796.38,506014.9,4910830.25,47.6,-0.0814669430255889,0.0185764729976654,-0.4819354712963104,1
queries/00181.png,4018767.86,505988.69,4910856.07,47.6,-0.0233029760420322,0.0201612412929534,-0.5020726323127747,1
queries/00182.png,4018739.59,505962.37,4910881.97,47.6,0.032944843173027,0.0147181199863553,-0.4936839044094085,1
queries/00183.png,4018710.89,505936.32,4910907.51,47.6,0.0201564934104681,0.0101935444399714,-0.449980616569519,1
queries/00184.png,4018681.83,505910.54,4910933.31,47.6,0.0183815211057662,0.0185969155281782,-0.4535002112388611,1
queries/00185.png,4018653.27,505885.19,4910960.16,47.6,0.0062970235012471,0.0228590406477451,-0.4476684331893921,1
queries/00186.png,4018624.7,505860.01,4910987.13,47.6,-0.0368290357291698,0.0166928637772798,-0.4415914416313171,1
queries/00187.png,4018596.08,505834.61,4911013.9,47.6,-0.0097963325679302,0.0208776406943798,-0.4386417865753174,1
queries/00188.png,4018567.59,505809.28,4911040.83,47.6,0.0005902082775719,0.0099563235417008,-0.4234702587127685,1
queries/00189.png,4018538.5,505784.14,4911067.46,47.6,-0.06173000857234,0.014855227433145,-0.4559341073036194,1
queries/00190.png,4018509.24,505758.7,4911093.57,47.6,-0.0237668026238679,0.0144904237240552,-0.4773487448692322,1
queries/00191.png,4018479.83,505733.1,4911119.23,47.6,-0.0075975228101015,0.0070222960785031,-0.4659769237041473,1
queries/00192.png,4018449.94,505707.54,4911144.61,47.6,-0.0279431995004415,-0.0175249893218278,-0.4676345288753509,1
queries/00193.png,4018419.5,505681.88,4911169.83,47.6,-0.0115257799625396,-0.0171110816299915,-0.4889148473739624,1
queries/00194.png,4018389.14,505656.07,4911195.41,47.6,-0.0296117737889289,-0.0112332608550786,-0.4701694846153259,1
queries/00195.png,4018358.72,505630.15,4911221.36,47.6,-0.0478646270930767,-0.0164755284786224,-0.4780876338481903,1
queries/00196.png,4018328.11,505603.85,4911247.13,47.6,-0.0209945403039455,-0.0259509682655334,-0.466531753540039,1
queries/00197.png,4018297.32,505577.33,4911273.03,47.6,-0.0478035472333431,-0.017476450651884,-0.4460077285766601,1
queries/00198.png,4018266.62,505550.64,4911299.4,47.6,-0.008551001548767,-0.0045805010013282,-0.4638268947601318,1
queries/00199.png,4018236.34,505524.12,4911326.38,47.6,0.0002769849088508,-0.0056369178928434,-0.4637772142887115,1
