filepath,x,y,z,roll,pitch,yaw
queries/00033.png,4022455.33,509917.94,4907462.39,-2.348253187596231,-0.6808851232158807,-4.703999946485618
queries/00034.png,4022421.77,509905.53,4907490.62,-0.4747208790392129,-0.13492016845027077,-4.6076917178675
queries/00035.png,4022388.06,509893.11,4907518.89,-1.2744506534830808,0.02780807967165022,-5.128452660945948
queries/00036.png,4022354.08,509880.69,4907547.04,-1.3015768564934938,0.46841181195853016,-5.772396492592403
queries/00037.png,4022320.23,509868.27,4907575.35,-0.881322253773483,1.572883176105507,-5.399299543614575
queries/00038.png,4022286.9,509856.11,4907604.18,-2.3106894950386887,0.8378711515948059,-6.016876283743842
queries/00039.png,4022253.3,509843.84,4907632.46,0.3896957227235597,0.6314196659470304,-5.720799536054833
queries/00040.png,4022219.72,509831.74,4907660.64,-2.013814255547027,1.500056497523658,-4.888978117795664
queries/00041.png,4022186.44,509819.71,4907688.8,-1.8041195506214092,2.1037371110648295,-4.801503458208484
queries/00042.png,4022153.44,509807.79,4907716.71,-1.0276959824512113,2.276826057463999,-5.550908398847701
queries/00043.png,4022120.89,509796.08,4907744.47,-0.48100545348842155,2.0540432159847555,-5.538590579566403
queries/00044.png,4022088.31,509784.54,4907771.69,-1.6165383301856424,1.378976987054904,-4.891698667519444
queries/00045.png,4022055.33,509773.03,4907798.25,0.42324443798789896,1.0129338092206934,-5.116603990283269
queries/00046.png,4022022.52,509761.75,4907824.98,-0.6516248062549548,1.172393860183046,-4.79348609678336
queries/00047.png,4021989.79,509750.66,4907851.9,-2.5105489410029014,1.1780064614117978,-5.242711907363333
queries/00048.png,4021956.75,509739.38,4907878.43,-1.1425071935308906,1.1994582713258115,-6.328960433526418
queries/00049.png,4021923.88,509727.96,4907905.1,-0.6499616551920574,0.9963147850312885,-6.047708184544101
queries/00050.png,4021891.08,509716.49,4907931.82,-1.3451645624555761,0.3759404687870961,-4.478355682630961
queries/00051.png,4021857.75,509704.97,4907958.33,-0.559741899888769,0.47070606182856733,-6.027037470794705
queries/00052.png,4021824.5,509693.49,4907985.06,0.11552448560027062,0.6145388534133414,-5.945093556887948
queries/00053.png,4021791.36,509682.17,4908012.07,0.23635282653446885,0.2609209902985798,-5.00073794186364
queries/00054.png,4021758.03,509671.01,4908039.02,-0.5484783843388882,0.1050885635281932,-3.7091747830236175
queries/00055.png,4021724.74,509660.09,4908066.35,-0.03221874603183623,0.03859585153500817,-4.125777475693495
queries/00056.png,4021691.3,509649.46,4908093.68,1.6874736866976368,-0.21369394076721848,-4.4134232086257645
queries/00057.png,4021658.39,509639.35,4908121.74,-1.5334745854201186,0.1749517737735837,-2.431678612222646
queries/00058.png,4021625.78,509629.21,4908150.46,-0.63429528230931,-0.34734967044738996,-3.1468564077138694
queries/00059.png,4021593.01,509618.86,4908178.93,-2.309814590494692,-0.46097773801635333,-2.9625849475395083
queries/00060.png,4021560.0,509608.3,4908207.15,-1.8519195623106828,-0.10574544896749352,-2.743119016675952
queries/00061.png,4021526.58,509597.66,4908235.02,-0.5666309460795212,-0.46829313742170375,-4.3138539915657885
queries/00062.png,4021492.96,509587.01,4908262.77,-1.8533955235016422,0.03891382885738207,-4.860091113361565
queries/00063.png,4021458.84,509576.14,4908289.97,-4.194185662212578,-0.17644869243951145,-4.510116489158342
queries/00064.png,4021424.5,509564.75,4908316.97,-4.69610254025779,0.32553714116784077,-4.961735000381931
queries/00065.png,4021390.48,509552.74,4908344.32,-1.7169808509640312,-0.05638922803461369,-5.655232708230474
queries/00066.png,4021356.21,509540.52,4908371.41,-1.2568431728547325,0.27092230823418084,-6.515568031840337
queries/00067.png,4021322.14,509528.3,4908398.83,-1.5309718546978386,0.40283375167464064,-6.6900025255059985
queries/00068.png,4021288.17,509515.97,4908426.34,-1.3987727962603023,0.10008611697181796,-6.350316727513754
queries/00069.png,4021254.28,509503.49,4908453.91,-4.202779320848925,0.15083198791610314,-5.886432477201293
queries/00070.png,4021220.23,509490.56,4908481.31,-5.950852687018738,0.1633603691229008,-6.792104462087577
queries/00071.png,4021186.23,509476.93,4908508.67,-6.117107175379662,0.36380162180639536,-9.37434072074141
queries/00072.png,4021152.73,509462.38,4908536.19,-7.305561798509176,-0.029568379169816188,-10.018680276472907
queries/00073.png,4021119.38,509446.8,4908563.59,-10.343075842234425,-0.03928534379047511,-11.364696264697209
queries/00074.png,4021086.4,509429.83,4908590.96,-12.643321337701932,0.4902139892326229,-14.640867363306462
queries/00075.png,4021054.35,509411.02,4908618.32,-15.729911998161025,0.4750991007645038,-17.963199441647603
queries/00076.png,4021023.08,509389.95,4908645.07,-16.33495918314473,0.002384437215291967,-21.71561999428798
queries/00077.png,4020992.66,509366.59,4908671.08,-13.416511558352072,-0.43062248303454315,-25.636061492963385
queries/00078.png,4020962.67,509341.38,4908696.06,-10.390971690015498,-0.870062740287575,-29.301866709191543
queries/00079.png,4020933.65,509314.63,4908720.81,-9.20096319884981,-0.4868670898176127,-31.657639935063962
queries/00080.png,4020905.73,509286.58,4908745.62,-9.246379687962161,0.11217010232564191,-33.39762379593554
queries/00081.png,4020878.84,509257.36,4908770.23,-9.663421647173033,1.358028690148769,-35.255892872853394
queries/00082.png,4020853.52,509227.08,4908794.88,-10.054504618669622,3.098927262760598,-37.467569597806055
queries/00083.png,4020829.94,509195.94,4908819.36,-9.556286714946797,4.150568927946522,-39.82348625765105
queries/00084.png,4020807.78,509164.02,4908843.19,-9.908093537394876,3.0777835584111797,-41.955126825909495
queries/00085.png,4020786.39,509131.27,4908865.7,-8.770657012270773,2.2586547660640064,-43.11692151316115
queries/00086.png,4020765.64,509097.7,4908887.12,-7.544644032669007,1.7915460261330616,-44.82994661737869
queries/00087.png,4020745.18,509063.39,4908907.43,-7.4418462705657324,1.669879012673976,-47.40035853791876
queries/00088.png,4020725.41,509028.31,4908927.04,-5.830241791560066,1.4224569040941428,-49.56385852356073
queries/00089.png,4020706.47,508992.6,4908946.31,-6.190276857523895,1.2184146075935356,-50.508818610326585
queries/00090.png,4020687.88,508956.28,4908964.77,-5.737176622137232,1.5190428225907049,-51.70145160168086
queries/00091.png,4020670.02,508919.4,4908982.7,-5.959183383372034,1.770759732776301,-52.420462200513505
queries/00092.png,4020653.74,508882.02,4909001.14,-4.093223086561916,2.006667102910843,-53.03513482958504
queries/00093.png,4020637.87,508844.32,4909019.06,-8.946171529598942,1.0787291282171365,-53.31645666111953
queries/00094.png,4020622.15,508805.9,4909035.83,-9.38863033025872,0.47631844961390757,-56.61460474715695
queries/00095.png,4020606.81,508766.88,4909051.4,-5.428607031569453,0.5502323022125569,-60.28116640683569
queries/00096.png,4020592.23,508727.56,4909066.6,-4.532055483659245,0.6983353494107598,-61.66059141161146
queries/00097.png,4020578.03,508687.99,4909081.45,-4.950545016087332,0.8580254923707744,-63.17050718048033
queries/00098.png,4020564.5,508648.15,4909096.19,-2.831032942804126,0.9932596627598849,-64.09272615240462
queries/00099.png,4020551.49,508608.13,4909110.81,-2.0977826802124584,0.3339963571353263,-64.17202464866847
queries/00100.png,4020538.3,508567.9,4909124.96,-0.8929607360366257,-0.09394417608238924,-64.24982050331492
queries/00101.png,4020524.75,508527.48,4909138.74,0.07715381019435724,0.08274656785593669,-64.09627785077303
queries/00102.png,4020511.5,508486.98,4909153.11,-0.9677619262579962,0.9972321648141864,-62.724707563542765
queries/00103.png,4020498.5,508446.41,4909167.87,-4.1244805935248365,1.146155901929855,-62.322785081833366
queries/00104.png,4020485.55,508405.59,4909182.31,0.7844602995849222,1.3528781939060466,-63.420355500319396
queries/00105.png,4020473.17,508364.99,4909197.64,-3.2214640581218013,1.7916890332188047,-61.98876834085223
queries/00106.png,4020460.56,508324.35,4909212.67,0.4245300610165945,1.0933385826866722,-62.391879275477216
queries/00107.png,4020447.51,508283.79,4909227.58,-1.2311223879877544,0.7685626607657454,-62.87191180053488
queries/00108.png,4020434.9,508243.21,4909242.79,-2.5081082155916805,1.0092877688643775,-61.19231364211537
queries/00109.png,4020422.74,508202.5,4909258.57,2.4693861656395835,0.5190785287476597,-61.33936078475658
queries/00110.png,4020409.34,508161.93,4909273.64,-1.755247412675848,0.35093706722638485,-59.989906650058835
queries/00111.png,4020395.26,508121.2,4909288.36,-0.5609854745653865,1.6383063565138882,-60.63675971540489
queries/00112.png,4020381.73,508080.67,4909303.85,2.3986412006507076,1.6265717713546883,-59.70066179908714
queries/00113.png,4020367.78,508040.54,4909319.77,-1.0461246866055518,1.7201295681714064,-59.36256060498234
queries/00114.png,4020353.44,508000.53,4909335.57,-0.7107315024240997,1.6107981965184837,-60.05885740973011
queries/00115.png,4020339.06,507960.64,4909351.35,-1.1633090682566962,1.625875839111284,-59.74836384025049
queries/00116.png,4020324.65,507920.81,4909367.04,0.6636282767518716,1.5182099663987862,-58.68995772646534
queries/00117.png,4020310.28,507881.18,4909383.28,0.4733646596021438,1.8337615044022066,-57.49241382909782
queries/00118.png,4020295.62,507841.76,4909399.78,0.47572491684720675,1.8689999444341794,-56.61849112479469
queries/00119.png,4020280.68,507802.56,4909416.68,0.14112914391113995,2.2360722396772386,-57.50285718833877
queries/00120.png,4020265.6,507763.61,4909433.75,-0.24566666992185557,2.3535628059022677,-57.61554847945481
queries/00121.png,4020250.63,507724.83,4909450.96,0.7269647810079575,2.0088369686327936,-55.65108020622701
queries/00122.png,4020235.32,507686.23,4909468.22,2.50849476161002,1.3210761928002346,-54.26682284261345
queries/00123.png,4020219.49,507647.91,4909485.89,0.6143650571154776,1.224821645200126,-53.614922267470746
queries/00124.png,4020203.26,507609.69,4909503.61,-1.8719791875727785,1.1904740112463035,-53.28660190425741
queries/00125.png,4020186.73,507571.32,4909520.99,-1.6921190691068904,0.9720287667768441,-53.73196780418267
queries/00126.png,4020170.02,507532.86,4909538.32,0.01963777436945826,1.024645129048035,-54.435142609424666
queries/00127.png,4020153.31,507494.49,4909555.9,0.803494969584688,1.1793294903983695,-52.7926153027254
queries/00128.png,4020136.62,507456.4,4909574.15,2.134112242964344,1.0154116737855303,-51.073429367876514
queries/00129.png,4020119.42,507418.66,4909592.71,0.1465037557360041,0.6609738944856739,-50.44489828497902
queries/00130.png,4020101.4,507381.02,4909610.98,0.3274882540733621,0.9281262317827027,-50.96787903953773
queries/00131.png,4020083.43,507343.58,4909629.78,2.1175407099340116,1.312908140326548,-50.276137970966346
queries/00132.png,4020065.22,507306.52,4909649.02,5.790884960901983,1.1884207923487775,-48.65190532595897
queries/00133.png,4020046.2,507270.26,4909668.93,4.058282826975894,0.8688593463331793,-45.88815807077252
queries/00134.png,4020026.25,507234.63,4909689.2,1.2008388233117973,1.4457002512831074,-43.7758947491894
queries/00135.png,4020006.24,507199.43,4909710.17,-1.212266476845169,2.587740110464386,-42.929828971416164
queries/00136.png,4019986.59,507164.57,4909731.58,0.6123671200615404,3.1185079210071436,-42.17618589839696
queries/00137.png,4019967.25,507130.32,4909753.59,2.628655718357115,3.1521459623392216,-41.18899475199292
queries/00138.png,4019947.49,507096.94,4909776.02,3.3326593243661957,2.216947710001202,-41.68081276846344
queries/00139.png,4019926.58,507064.34,4909798.14,6.835377979347842,1.6061823760217293,-41.867095932791784
queries/00140.png,4019904.4,507032.68,4909820.09,4.13547933252267,1.437913302020766,-39.388307584872855
queries/00141.png,4019881.21,507001.7,4909842.11,5.2525554906177865,1.359980416704098,-36.81899190969457
queries/00142.png,4019857.4,506971.73,4909864.97,6.145943807168631,1.7065790064666302,-34.927709113423454
queries/00143.png,4019831.66,506941.75,4909889.17,5.920053656503856,2.211575552775575,-32.83074541558116
queries/00144.png,4019806.88,506914.0,4909913.67,1.7227605783840372,3.0483147072371564,-29.558207123836706
queries/00145.png,4019782.25,506886.85,4909939.0,1.5200689517917962,2.673542227478555,-27.794350044268636
queries/00146.png,4019757.24,506860.14,4909964.29,-1.0887340746907357,2.119144096841675,-26.741367100684453
queries/00147.png,4019731.36,506833.54,4909988.81,-1.7085220885637906,1.6935920420900867,-26.691238634818436
queries/00148.png,4019705.42,506806.89,4910013.36,-2.8198788170026674,2.1215575014962167,-26.713055966574753
queries/00149.png,4019679.51,506780.03,4910037.88,-4.568752382522433,1.9089808836276727,-27.24934705227852
queries/00150.png,4019653.98,506752.86,4910062.6,-2.3217595241359854,1.822446655711844,-28.736562687440852
queries/00151.png,4019628.5,506725.61,4910086.9,1.2320149016132036,1.4758996125332053,-27.461569567527278
queries/00152.png,4019603.06,506698.9,4910111.77,4.646529454148659,1.120394029206154,-26.136190142106518
queries/00153.png,4019577.5,506673.2,4910137.34,3.062038264827004,0.8079151691947413,-23.025648569549137
queries/00154.png,4019550.96,506648.26,4910162.67,0.3049571408683576,0.766705276198326,-21.954280464266567
queries/00155.png,4019524.3,506623.9,4910188.53,1.679676065264713,1.7439790946492078,-21.495541053946415
queries/00156.png,4019498.16,506600.22,4910215.46,-0.2376952255106407,1.0261875778616922,-20.268195333682854
queries/00157.png,4019471.25,506576.57,4910241.64,0.6069074510371762,0.17329059706223993,-20.493789651779203
queries/00158.png,4019443.08,506552.96,4910266.52,-2.8272330097480665,-0.6982540274709551,-20.058390705400278
queries/00159.png,4019413.22,506529.06,4910289.91,-2.091646822460259,-0.2343347457585721,-22.039902008154556
queries/00160.png,4019383.54,506504.91,4910314.01,-2.29203197954715,1.4047897660322637,-23.89448961310978
queries/00161.png,4019354.14,506480.57,4910338.6,0.3003485507671667,1.919074195673661,-24.17470324645143
queries/00162.png,4019325.33,506456.41,4910363.95,4.045631609085739,1.183358981843559,-21.627794006845374
queries/00163.png,4019296.05,506432.77,4910389.64,-1.7982995891183213,1.2715587086998188,-22.486796162906614
queries/00164.png,4019266.43,506409.02,4910415.2,-0.8467245708630232,1.2191096860632877,-22.930191553256332
queries/00165.png,4019236.82,506385.17,4910441.17,-2.359853623571263,1.4527510342189738,-24.070394304994288
queries/00166.png,4019207.55,506361.18,4910467.5,-0.9741728058459906,1.3986170892915688,-24.81302540552414
queries/00167.png,4019178.51,506337.27,4910494.05,-0.8923614402978104,1.1432513639853055,-24.885954750386954
queries/00168.png,4019149.26,506313.37,4910520.42,-2.4948104776078988,0.42862025043195146,-24.997831541444466
queries/00169.png,4019119.59,506289.28,4910546.29,-1.4154302402637873,0.9756782222277466,-26.134282811780796
queries/00170.png,4019090.1,506265.14,4910572.31,-2.715633908568994,1.1601765727486006,-26.11992746169272
queries/00171.png,4019060.39,506240.76,4910597.96,-2.348126402209762,1.380992106303465,-26.676400048846585
queries/00172.png,4019030.88,506216.08,4910623.44,-1.6738556768748019,0.8752597671940143,-25.939405561929284
queries/00173.png,4019001.28,506191.2,4910648.79,0.43502315257243895,0.7241702197812167,-25.737122679470183
queries/00174.png,4018971.85,506166.45,4910674.63,-0.47468699489763194,0.850501985639156,-25.758945133868377
queries/00175.png,4018942.21,506141.66,4910700.33,-1.9540101863914503,0.7242520753295533,-26.04248165424124
queries/00176.png,4018912.5,506116.64,4910725.93,-2.1052700616466766,0.9219800220250466,-26.17366568253509
queries/00177.png,4018882.84,506091.39,4910751.6,-1.5082019249957213,1.2261182072036643,-26.975415485425987
queries/00178.png,4018853.6,506066.03,4910777.58,-1.7822722300657665,1.8716714021733034,-27.150973545210118
queries/00179.png,4018824.99,506040.59,4910804.1,-2.266228378636492,1.5289166080878989,-27.404115723776425
queries/00180.png,4018796.38,506014.9,4910830.25,-4.6677120051989816,1.064353501004964,-27.612868502926815
queries/00181.png,4018767.86,505988.69,4910856.07,-1.3351621773029168,1.1551540358311088,-28.76664284054559
queries/00182.png,4018739.59,505962.37,4910881.97,1.8876004705348302,0.8432861575853035,-28.28600413619908
queries/00183.png,4018710.89,505936.32,4910907.51,1.154882002203077,0.5840470746894075,-25.781990192128
queries/00184.png,4018681.83,505910.54,4910933.31,1.0531835803910494,1.065524771725915,-25.983648112278043
queries/00185.png,4018653.27,505885.19,4910960.16,0.3607928701161515,1.3097265528337898,-25.649511842986435
queries/00186.png,4018624.7,505860.01,4910987.13,-2.110148310817944,0.9564306424249419,-25.301325874572107
queries/00187.png,4018596.08,505834.61,4911013.9,-0.5612885108489564,1.19620069797854,-25.132323088843897
queries/00188.png,4018567.59,505809.28,4911040.83,0.03381644333855567,0.5704553184061999,-24.263058573554712
queries/00189.png,4018538.5,505784.14,4911067.46,-3.536868960501474,0.8511418356261677,-26.123100084562193
queries/00190.png,4018509.24,505758.7,4911093.57,-1.3617374828680815,0.830240122744604,-27.350068436874114
queries/00191.png,4018479.83,505733.1,4911119.23,-0.4353059917731892,0.40234792778949624,-26.698511078737205
queries/00192.png,4018449.94,505707.54,4911144.61,-1.6010273974673683,-1.0041079241525677,-26.793484859146233
queries/00193.png,4018419.5,505681.88,4911169.83,-0.6603785474499712,-0.9803927603023462,-28.012757295810847
queries/00194.png,4018389.14,505656.07,4911195.41,-1.6966296620017405,-0.643618437165522,-26.938727124299266
queries/00195.png,4018358.72,505630.15,4911221.36,-2.742441120400829,-0.9439782470726575,-27.392403656897145
queries/00196.png,4018328.11,505603.85,4911247.13,-1.2028985522333817,-1.486880955892998,-26.730300486681738
queries/00197.png,4018297.32,505577.33,4911273.03,-2.7389415022248427,-1.0013268632216095,-25.55436047765898
queries/00198.png,4018266.62,505550.64,4911299.4,-0.4899362993541795,-0.2624433754315534,-26.57532349441415
queries/00199.png,4018236.34,505524.12,4911326.38,0.01587006626596664,-0.32297160472170405,-26.572477013077545
